16990	5613	335	31122015	181316	EG320638886MY	01	FAZIL
16990	5613	335	31122015	181319	EG320657647MY	01	FAZIL
16990	5613	335	31122015	181322	EG320677275MY	01	FAZIL
16990	5613	335	31122015	181326	EG320658885MY	01	FAZIL
16990	5613	335	31122015	181329	EG320676941MY	01	FAZIL
16990	5613	335	31122015	181331	EG320639816MY	01	FAZIL
16990	5613	335	31122015	181332	EG320659577MY	01	FAZIL
16990	5613	335	31122015	181335	EG320658829MY	01	FAZIL
16990	5613	335	31122015	181339	EG320657908MY	01	FAZIL
16990	5613	335	31122015	181340	EG320677978MY	01	FAZIL
16990	5613	335	31122015	181344	EG320658625MY	01	FAZIL
16990	5613	335	31122015	181345	EG320659603MY	01	FAZIL
16990	5613	335	31122015	181348	EG320659400MY	01	FAZIL
16990	5613	335	31122015	181353	EG320640187MY	01	FAZIL
16990	5613	335	31122015	181355	EG320677213MY	01	FAZIL
16990	5613	335	31122015	181358	EG320678369MY	01	FAZIL
16990	5613	335	31122015	181404	EM910106941MY	01	FAZIL
16990	5613	335	31122015	181408	EG320640142MY	01	FAZIL
16990	5613	335	31122015	181410	EG320659118MY	01	FAZIL
16990	5613	335	31122015	181412	EG320659719MY	01	FAZIL
16990	5613	335	31122015	181415	EG320677261MY	01	FAZIL
16990	5613	335	31122015	181416	EG320677709MY	01	FAZIL
16990	5613	335	31122015	181420	EG320638872MY	01	FAZIL
16990	5613	335	31122015	181425	EG320677160MY	01	FAZIL
16990	5613	335	31122015	181428	EG320677876MY	01	FAZIL
16990	5613	335	31122015	181429	EG320659047MY	01	FAZIL
16990	5613	335	31122015	181434	EG320677805MY	01	FAZIL
16990	5613	335	31122015	181435	EG320659515MY	01	FAZIL
16990	5613	335	31122015	181439	EG320639745MY	01	FAZIL
16990	5613	335	31122015	181445	EG320658700MY	01	FAZIL
16990	5613	335	31122015	181446	EG320678338MY	01	FAZIL
16990	5613	335	31122015	181452	EG320641125MY	01	FAZIL
16990	5613	335	31122015	181458	EG320676399MY	01	FAZIL
16990	5613	335	31122015	181459	EG320677227MY	01	FAZIL
16990	5613	335	31122015	181502	EG320677641MY	01	FAZIL
16990	5613	335	31122015	181505	EG320676558MY	01	FAZIL
16990	5613	335	31122015	181508	EG320657148MY	01	FAZIL
16990	5613	335	31122015	181510	EG320677385MY	01	FAZIL
16990	5613	335	31122015	181514	EG320676748MY	01	FAZIL
16990	5613	335	31122015	181515	EG320639691MY	01	FAZIL
16990	5613	335	31122015	181516	EG320677584MY	01	FAZIL
16990	5613	335	31122015	181519	EG320640814MY	01	FAZIL
16990	5613	335	31122015	181521	EG320659696MY	01	FAZIL
16990	5613	335	31122015	181525	EG320677332MY	01	FAZIL
16990	5613	335	31122015	181527	EG320677669MY	01	FAZIL
16990	5613	335	31122015	181540	EH057724528MY	01	FAZIL
16990	5613	335	31122015	181548	EG320678165MY	01	FAZIL
16990	5613	335	31122015	181551	EG320659722MY	01	FAZIL
16990	5613	335	31122015	181554	EG320658903MY	01	FAZIL
16990	5613	335	31122015	181557	EG320676663MY	01	FAZIL
16990	5613	335	31122015	181600	EG320657602MY	01	FAZIL
16990	5613	335	31122015	181603	EG320658948MY	01	FAZIL
16990	5613	335	31122015	183109	EP171895194MY	01	FAZIL
16990	5613	335	31122015	183127	EP168211782MY	01	FAZIL
16990	5613	335	31122015	183149	EN069008397MY	01	FAZIL
16990	5613	335	31122015	183206	EN084122765MY	01	FAZIL
16990	5613	335	31122015	183504	EG482183462MY	01	FAZIL
16990	5613	335	31122015	183537	EH000626466MY	01	FAZIL
16990	5613	335	31122015	184241	ED251586673MY	01	FAZIL
16990	5613	335	31122015	184259	EF514225577MY	01	FAZIL
16990	5613	335	31122015	184328	EF705444977MY	01	FAZIL
16990	5613	335	31122015	184403	EG258601358MY	01	FAZIL
